행정구역(시군구)별(1),행정구역(시군구)별(2),2019. 01,2019. 02,2019. 03,2019. 04,2019. 05,2019. 06,2019. 07,2019. 08,2019. 09,2019. 10,2019. 11,2019. 12,2020. 01,2020. 02,2020. 03,2020. 04,2020. 05,2020. 06,2020. 07,2020. 08,2020. 09,2020. 10,2020. 11,2020. 12,2021. 01,2021. 02,2021. 03,2021. 04,2021. 05,2021. 06
경상남도,거제시,"3,348","3,662","3,060","2,519","2,625","1,995","2,220","2,296","2,140","2,390","2,365","2,850","3,040","3,688","3,118","2,689","2,574","2,632","2,322","2,536","2,293","2,111","2,446","2,709","2,634","3,490","3,358","2,591","2,299","2,325"
경상남도,양산시,"3,487","3,857","3,230","3,078","3,076","2,680","2,854","2,970","2,888","3,519","4,326","5,529","4,404","4,582","4,346","3,691","3,173","3,221","3,058","3,232","2,936","3,024","3,229","4,426","3,928","3,916","4,695","3,676","3,501","3,027"
경상남도,의령군,295,239,242,207,177,168,198,174,181,186,185,223,228,273,303,202,189,177,189,197,210,186,238,274,255,243,232,233,186,218
경상남도,함안군,703,788,641,572,538,427,500,481,479,539,441,694,747,768,705,584,565,523,481,496,415,496,571,620,811,660,721,556,527,539
경상남도,창녕군,698,692,580,559,499,466,496,493,476,570,574,702,688,637,792,532,487,535,610,544,517,471,638,749,650,608,688,574,487,520
경상남도,고성군,462,496,459,431,407,324,373,359,312,337,356,379,431,486,503,332,342,384,348,382,343,344,371,477,356,490,517,366,332,323
경상남도,남해군,309,365,352,297,244,232,299,252,247,268,263,350,373,433,422,356,264,254,285,229,297,258,253,370,341,356,387,296,233,253
경상남도,하동군,621,529,466,430,387,335,390,380,322,387,397,624,581,561,605,451,387,403,331,396,358,327,341,467,443,474,469,346,296,298
경상남도,산청군,410,406,365,248,256,225,323,252,267,270,259,342,360,344,350,288,289,254,262,263,313,299,246,370,313,304,317,261,269,254
경상남도,함양군,421,385,359,257,302,254,288,246,262,253,248,302,361,353,419,315,252,263,267,236,251,227,246,303,320,416,342,239,287,265
경상남도,거창군,473,516,450,377,356,315,355,400,358,323,276,487,506,511,535,399,395,423,347,357,350,298,404,470,500,453,465,410,384,362
경상남도,합천군,346,406,355,307,294,223,298,264,272,280,279,313,400,453,473,382,330,348,289,304,282,314,323,420,389,356,382,287,296,273
제주특별자치도,소계,"11,419","10,543","8,009","7,044","6,758","5,920","6,688","6,733","6,236","7,012","7,017","8,651","10,274","10,499","9,265","8,527","7,363","6,985","6,547","6,512","7,044","6,291","6,737","8,692","9,770","10,059","9,193","6,909","6,404","6,653"
제주특별자치도,제주시,"8,531","7,716","5,746","5,024","4,788","4,134","4,628","4,786","4,357","4,949","5,117","6,404","7,659","7,743","6,532","6,102","5,306","4,903","4,609","4,765","5,225","4,513","4,952","6,265","7,185","7,446","6,674","4,797","4,592","4,705"
제주특별자치도,서귀포시,"2,888","2,827","2,263","2,020","1,970","1,786","2,060","1,947","1,879","2,063","1,900","2,247","2,615","2,756","2,733","2,425","2,057","2,082","1,938","1,747","1,819","1,778","1,785","2,427","2,585","2,613","2,519","2,112","1,812","1,948"
제주특별자치도,북제주군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
제주특별자치도,남제주군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
